,Date,Number of sales,Sales USD,Average USD,Active market wallets,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
1083,2020-06-09,1757,82236.12,46.8,946,1144,613,31527.62,50708.5,551,464
1084,2020-06-10,1748,92847.22,53.12,854,1071,677,57449.86,35397.37,495,423
1085,2020-06-11,3234,131181.79,40.56,1113,2510,724,90815.04,40366.75,699,494
1086,2020-06-12,2241,69492.55,31.01,955,1679,562,45495.37,23997.18,584,458
1087,2020-06-13,2353,116663.07,49.58,1095,1617,736,46960.24,69702.82,654,547
1088,2020-06-14,3147,107628.84,34.2,1241,2053,1094,49718.03,57910.82,682,699
1089,2020-06-15,2105,89752.83,42.64,928,1466,639,34877.32,54875.51,574,459
1090,2020-06-16,2682,109176.97,40.71,1039,2117,565,73826.48,35350.5,685,465
1091,2020-06-17,1536,67410.14,43.89,919,999,537,39011.89,28398.25,568,436
1092,2020-06-18,1864,168455.45,90.37,952,1391,473,100011.58,68443.87,581,467
1093,2020-06-19,1586,83258.95,52.5,941,1015,571,28168.11,55090.83,543,493
1094,2020-06-20,2771,52101.53,18.8,1032,1907,864,31560.12,20541.4,619,522
1095,2020-06-21,2944,68487.22,23.26,1096,2222,722,41063.36,27423.86,682,520
1096,2020-06-22,1720,69358.21,40.32,929,1212,508,31875.91,37482.3,530,489
1097,2020-06-23,3366,125888.17,37.4,1023,2867,499,101221.36,24666.82,682,423
1098,2020-06-24,1717,72911.31,42.46,825,1161,556,50101.91,22809.4,503,393
1099,2020-06-25,3561,81877.29,22.99,916,2711,850,51878.81,29998.48,604,387
1100,2020-06-26,1976,61401.92,31.07,896,1500,476,36242.83,25159.09,567,403
1101,2020-06-27,2129,44043.64,20.69,885,1598,531,28791.11,15252.53,545,416
1102,2020-06-28,1633,72140.3,44.18,897,1106,527,42865.79,29274.51,516,443
1103,2020-06-29,1481,83250.41,56.21,941,933,548,44498.96,38751.45,530,494
1104,2020-06-30,3118,140659.64,45.11,969,2611,507,92136.44,48523.2,641,428
1105,2020-07-01,1902,125983.15,66.24,939,1186,716,65775.48,60207.67,543,498
1106,2020-07-02,2322,107588.85,46.33,988,1725,597,76024.09,31564.76,624,474
1107,2020-07-03,1973,71285.86,36.13,910,1287,686,41416.04,29869.82,542,464
1108,2020-07-04,3343,81516.33,24.38,1043,2545,798,39365.74,42150.59,632,504
1109,2020-07-05,2497,67327.3,26.96,927,1796,701,35016.61,32310.69,564,466
1110,2020-07-06,2025,76715.32,37.88,1010,1323,702,40527.77,36187.55,600,496
1111,2020-07-07,2047,64536.25,31.53,1045,1313,734,33052.34,31483.91,608,538
1112,2020-07-08,2435,97886.53,40.2,1091,1338,1097,39438.94,58447.59,644,551
1113,2020-07-09,2894,103890.67,35.9,1178,1808,1086,42459.95,61430.72,714,582
1114,2020-07-10,2898,114055.8,39.36,1137,1908,990,44852.55,69203.25,685,579
1115,2020-07-11,4110,178382.97,43.4,1201,3039,1071,88821.32,89561.65,688,632
1116,2020-07-12,3040,113692.87,37.4,1158,1980,1060,61645.9,52046.97,625,652
1117,2020-07-13,1646,102977.02,62.56,910,1052,594,42291.16,60685.86,506,476
1118,2020-07-14,1755,108965.14,62.09,1016,1098,657,30552.23,78412.91,570,522
1119,2020-07-15,1859,98315.62,52.89,972,1168,691,47348.21,50967.41,531,530
1120,2020-07-16,2027,79103.9,39.03,987,1341,686,32886.33,46217.57,566,499
1121,2020-07-17,1630,79527.17,48.79,883,1069,561,39757.86,39769.31,531,457
1122,2020-07-18,2108,68313.24,32.41,939,1464,644,39454.28,28858.96,538,478
1123,2020-07-19,1448,115837.17,80.0,866,966,482,41829.46,74007.71,500,449
1124,2020-07-20,1371,108274.97,78.98,825,912,459,55121.74,53153.23,500,403
1125,2020-07-21,1566,103965.94,66.39,919,1024,542,70333.33,33632.61,530,472
1126,2020-07-22,1497,139541.09,93.21,894,967,530,58600.52,80940.56,539,434
1127,2020-07-23,1439,118051.36,82.04,864,908,531,87748.69,30302.67,536,404
1128,2020-07-24,1600,124764.96,77.98,852,1134,466,77654.26,47110.7,521,389
1129,2020-07-25,1735,152091.22,87.66,853,1158,577,109152.46,42938.75,527,426
1130,2020-07-26,1394,118027.81,84.67,802,959,435,57305.69,60722.12,479,382
1131,2020-07-27,1028,113862.85,110.76,700,621,407,49909.6,63953.25,430,332
1132,2020-07-28,1153,110374.98,95.73,809,682,471,73030.24,37344.74,494,384
1133,2020-07-29,1141,165676.03,145.2,767,764,377,90364.1,75311.93,486,338
1134,2020-07-30,1449,154251.48,106.45,799,939,510,79032.71,75218.77,497,370
1135,2020-07-31,1109,81820.17,73.78,754,748,361,50377.53,31442.65,467,354
1136,2020-08-01,1241,93690.43,75.5,802,837,404,53410.19,40280.23,493,373
1137,2020-08-02,1326,188210.54,141.94,823,881,445,154505.75,33704.78,538,353
1138,2020-08-03,1143,137316.57,120.14,762,808,335,77460.73,59855.84,474,338
1139,2020-08-04,5346,437848.35,81.9,1145,4846,500,300954.18,136894.17,836,386
1140,2020-08-05,1976,139760.11,70.73,953,1367,609,99857.6,39902.51,622,397
1141,2020-08-06,1677,125140.25,74.62,949,969,708,57207.09,67933.16,587,442
1142,2020-08-07,1508,120830.01,80.13,946,783,725,61945.78,58884.23,597,441
1143,2020-08-08,1780,146274.47,82.18,908,954,826,53202.29,93072.17,542,439
1144,2020-08-09,1276,148749.85,116.58,842,762,514,65048.76,83701.09,514,387
1145,2020-08-10,876,89409.19,102.07,638,492,384,50080.54,39328.66,403,281
1146,2020-08-11,803,99716.12,124.18,672,460,343,51047.02,48669.1,372,339
1147,2020-08-12,351,74023.21,210.89,333,228,123,29314.24,44708.97,189,153
1148,2020-08-13,1035,141086.82,136.32,609,653,382,91261.52,49825.31,377,311
1149,2020-08-14,994,150534.99,151.44,672,464,530,93347.25,57187.73,406,338
1150,2020-08-15,971,157283.34,161.98,736,608,363,126175.8,31107.54,444,342
1151,2020-08-16,1239,147965.56,119.42,739,593,646,96843.82,51121.74,466,314
1152,2020-08-17,878,83342.63,94.92,673,473,405,54146.4,29196.23,407,327
1153,2020-08-18,1090,178613.29,163.87,670,674,416,74653.98,103959.31,394,328
1154,2020-08-19,988,103444.41,104.7,661,617,371,57676.46,45767.96,409,306
1155,2020-08-20,1269,121227.19,95.53,733,809,460,73271.62,47955.57,460,329
1156,2020-08-21,898,125196.03,139.42,656,539,359,73292.87,51903.16,412,297
1157,2020-08-22,1049,131093.25,124.97,697,615,434,74833.42,56259.83,428,322
1158,2020-08-23,1342,190298.38,141.8,782,779,563,72247.05,118051.34,480,353
1159,2020-08-24,1000,125590.84,125.59,735,592,408,76797.52,48793.32,462,325
1160,2020-08-25,1253,125909.3,100.49,813,717,536,77333.24,48576.06,510,392
1161,2020-08-26,1191,127472.0,107.03,809,816,375,85913.79,41558.22,504,391
1162,2020-08-27,1331,157540.02,118.36,886,813,518,99296.56,58243.46,572,402
1163,2020-08-28,1435,246215.93,171.58,942,870,565,193096.43,53119.5,611,413
1164,2020-08-29,3242,152447.89,47.02,1075,2712,530,122153.56,30294.33,720,435
1165,2020-08-30,2560,151920.52,59.34,888,2209,351,109100.82,42819.7,653,300
1166,2020-08-31,1301,155970.6,119.89,661,1007,294,119475.37,36495.23,449,268
1167,2020-09-01,242,62648.1,258.88,239,185,57,34957.9,27690.2,166,76
1168,2020-09-02,717,80181.21,111.83,449,543,174,61958.67,18222.54,305,180
1169,2020-09-03,1180,131146.56,111.14,610,856,324,93591.54,37555.02,415,276
1170,2020-09-04,1528,150320.28,98.38,788,1046,482,79330.77,70989.51,507,344
1171,2020-09-05,1182,79203.16,67.01,629,838,344,57310.32,21892.85,402,272
1172,2020-09-06,1574,186557.36,118.52,907,956,618,86036.26,100521.1,565,408
1173,2020-09-07,1670,139550.79,83.56,909,1146,524,91925.28,47625.52,578,419
1174,2020-09-08,1436,114768.87,79.92,915,936,500,81769.39,32999.48,563,426
1175,2020-09-09,1471,145594.18,98.98,931,929,542,99033.67,46560.51,585,438
1176,2020-09-10,1226,132493.29,108.07,841,745,481,80880.85,51612.44,500,418
1177,2020-09-11,1393,217562.08,156.18,894,827,566,112482.26,105079.81,558,437
1178,2020-09-12,1372,187607.08,136.74,928,861,511,85873.88,101733.2,556,452
1179,2020-09-13,1611,258487.83,160.45,913,1018,593,144834.17,113653.66,553,450
1180,2020-09-14,1286,278649.02,216.68,793,739,547,111487.14,167161.88,478,401
1181,2020-09-15,2976,467472.88,157.08,1318,2199,777,221515.81,245957.07,929,515
1182,2020-09-16,2704,201826.6,74.64,1233,1935,769,136754.65,65071.95,832,472
1183,2020-09-17,1511,170921.32,113.12,645,1311,200,88637.69,82283.63,510,147
1184,2020-09-18,3237,425628.16,131.49,1229,2306,931,282550.27,143077.9,865,488
1185,2020-09-19,1861,303850.8,163.27,1243,932,929,161921.02,141929.78,742,590
1186,2020-09-20,2327,416906.34,179.16,1307,1140,1187,259632.48,157273.86,832,571
1187,2020-09-21,1784,213538.6,119.7,1187,838,946,81576.23,131962.37,708,559
1188,2020-09-22,4031,602494.02,149.47,1732,2036,1995,393177.77,209316.26,1156,721
1189,2020-09-23,4915,454010.89,92.37,1921,1456,3459,192796.63,261214.26,1155,973
1190,2020-09-24,3285,861077.81,262.12,1676,1498,1787,355824.27,505253.54,1045,784
1191,2020-09-25,4052,629929.5,155.46,1853,1239,2813,254572.21,375357.29,1101,939
1192,2020-09-26,2909,686490.3,235.99,1769,1298,1611,340831.41,345658.9,1058,857
1193,2020-09-27,3181,630679.23,198.26,1870,1377,1804,235794.53,394884.7,1114,928
1194,2020-09-28,2969,1039410.88,350.09,1749,1280,1689,219661.68,819749.2,1042,870
1195,2020-09-29,2440,591458.8,242.4,1579,1081,1359,201087.39,390371.41,886,816
1196,2020-09-30,2558,395393.92,154.57,1579,1262,1296,153931.49,241462.42,962,763
1197,2020-10-01,2337,408300.02,174.71,1505,1242,1095,196293.35,212006.67,932,691
1198,2020-10-02,2461,318734.23,129.51,1505,1206,1255,118237.13,200497.1,903,724
1199,2020-10-03,3234,465219.03,143.85,1754,1963,1271,160288.61,304930.42,1024,885
1200,2020-10-04,2781,394596.64,141.89,1617,1482,1299,131942.98,262653.66,947,816
1201,2020-10-05,2831,378109.32,133.56,1657,1714,1117,169547.3,208562.02,985,793
1202,2020-10-06,3328,392359.12,117.9,1690,1755,1573,192629.28,199729.83,1011,856
1203,2020-10-07,2743,380642.5,138.77,1703,1444,1299,159728.26,220914.24,975,874
1204,2020-10-08,2551,415964.32,163.06,1596,1496,1055,165037.57,250926.76,954,786
1205,2020-10-09,2711,415394.72,153.23,1674,1522,1189,206136.04,209258.68,1040,800
1206,2020-10-10,2500,361514.18,144.61,1571,1455,1045,211449.29,150064.89,924,802
1207,2020-10-11,3125,338248.11,108.24,1820,1891,1234,151175.55,187072.55,1084,896
1208,2020-10-12,2580,306229.43,118.69,1516,1550,1030,135818.14,170411.29,935,712
1209,2020-10-13,2560,277775.65,108.51,1637,1648,912,172277.77,105497.88,1045,739
1210,2020-10-14,2736,352887.68,128.98,1658,1556,1180,187889.71,164997.97,979,820
1211,2020-10-15,2685,486193.66,181.08,1717,1488,1197,181150.48,305043.18,1110,750
1212,2020-10-16,2475,273563.17,110.53,1534,1695,780,136199.17,137364.0,944,740
1213,2020-10-17,3384,469211.86,138.66,1772,1952,1432,312747.79,156464.06,1030,907
1214,2020-10-18,3124,347444.13,111.22,1795,1929,1195,204396.45,143047.69,1053,922
1215,2020-10-19,2759,433593.11,157.16,1667,1784,975,122662.7,310930.41,1038,789
1216,2020-10-20,2232,219232.87,98.22,1536,1354,878,111742.95,107489.92,894,764
1217,2020-10-21,2028,318638.29,157.12,1470,1250,778,195227.85,123410.43,937,652
1218,2020-10-22,2108,498218.52,236.35,1428,1279,829,239988.91,258229.61,870,684
1219,2020-10-23,3024,262631.65,86.85,1608,1505,1519,144159.42,118472.23,908,863
1220,2020-10-24,4694,415765.91,88.57,1948,2969,1725,283384.68,132381.23,1118,1049
1221,2020-10-25,5554,366226.36,65.94,1788,4004,1550,157507.92,208718.45,1098,919
1222,2020-10-26,3721,311486.41,83.71,1820,2359,1362,143778.78,167707.63,1065,915
1223,2020-10-27,4152,211933.76,51.04,1937,2749,1403,137261.45,74672.31,1193,932
1224,2020-10-28,3182,270967.85,85.16,1706,2049,1133,179657.05,91310.81,1072,800
1225,2020-10-29,3407,254222.25,74.62,1819,2096,1311,145168.28,109053.98,1122,890
1226,2020-10-30,3593,251548.69,70.01,1918,2353,1240,150937.04,100611.66,1189,935
1227,2020-10-31,4716,296455.16,62.86,2030,3308,1408,191068.69,105386.48,1292,1003
1228,2020-11-01,3141,356109.94,113.37,1889,2109,1032,198107.23,158002.71,1193,951
1229,2020-11-02,2446,225419.08,92.16,1571,1518,928,156400.79,69018.29,964,765
1230,2020-11-03,2567,335081.62,130.53,1720,1581,986,253880.9,81200.72,1093,827
1231,2020-11-04,2655,274194.01,103.27,1682,1671,984,203979.85,70214.16,1058,785
1232,2020-11-05,2523,205737.26,81.54,1638,1655,868,127365.53,78371.74,1041,763
1233,2020-11-06,2254,466150.68,206.81,1559,1360,894,239498.26,226652.42,972,767
1234,2020-11-07,2628,315765.53,120.15,1595,1723,905,153434.14,162331.39,982,789
1235,2020-11-08,3652,320032.66,87.63,1902,2393,1259,231870.13,88162.53,1225,927
1236,2020-11-09,2783,243402.7,87.46,1693,1866,917,151007.25,92395.44,1085,777
1237,2020-11-10,3070,353007.56,114.99,2046,1904,1166,227741.99,125265.58,1345,935
1238,2020-11-11,3081,391642.91,127.12,2018,1840,1241,283234.37,108408.55,1272,978
1239,2020-11-12,16997,1008288.06,59.32,2887,15344,1653,821117.21,187170.85,2204,930
1240,2020-11-13,3376,453563.63,134.35,1940,1518,1858,199780.36,253783.27,1326,829
1241,2020-11-14,4168,450254.91,108.03,2161,2357,1811,281230.52,169024.39,1425,999
1242,2020-11-15,3834,371406.13,96.87,2212,1972,1862,192296.89,179109.23,1444,1029
1243,2020-11-16,3101,332967.36,107.37,1974,1768,1333,174271.95,158695.41,1292,891
1244,2020-11-17,2391,279895.98,117.06,1696,1185,1206,168903.6,110992.38,1051,809
1245,2020-11-18,2559,312340.49,122.06,1740,1174,1385,175090.29,137250.2,1082,800
1246,2020-11-19,3044,368929.03,121.2,2034,1624,1420,225188.27,143740.76,1313,940
1247,2020-11-20,2371,272350.41,114.87,1676,1258,1113,154653.48,117696.93,1061,765
1248,2020-11-21,2463,652169.85,264.79,1617,1419,1044,466329.03,185840.83,1040,730
1249,2020-11-22,2542,353678.77,139.13,1660,1445,1097,233159.36,120519.4,1115,707
1250,2020-11-23,1859,308796.41,166.11,1336,983,876,113034.92,195761.49,848,592
1251,2020-11-24,1656,207730.77,125.44,1297,896,760,109460.96,98269.8,832,577
1252,2020-11-25,2154,214283.82,99.48,1552,1365,789,140366.64,73917.18,1020,665
1253,2020-11-26,1925,217774.87,113.13,1374,1204,721,133238.63,84536.24,919,571
1254,2020-11-27,4529,346253.24,76.45,1967,3374,1155,253733.82,92519.42,1351,840
1255,2020-11-28,4184,348122.25,83.2,2150,3112,1072,238765.17,109357.08,1503,925
1256,2020-11-29,3554,460913.11,129.69,2093,2530,1024,364460.73,96452.38,1397,943
1257,2020-11-30,1774,264589.55,149.15,1329,1108,666,133376.45,131213.1,858,591
1258,2020-12-01,2158,166068.88,76.95,1477,1370,788,109908.69,56160.2,950,684
1259,2020-12-02,2879,484855.94,168.41,1791,2001,878,400688.83,84167.11,1214,772
1260,2020-12-03,2516,229411.26,91.18,1650,1822,694,157329.35,72081.91,1095,700
1261,2020-12-04,2953,467601.35,158.35,1774,2092,861,352655.71,114945.65,1206,753
1262,2020-12-05,3438,341351.97,99.29,1844,2516,922,211922.75,129429.23,1240,811
1263,2020-12-06,3647,384674.68,105.48,1942,2534,1113,249269.38,135405.3,1301,860
1264,2020-12-07,2750,240006.95,87.28,1686,1810,940,154467.08,85539.87,1106,758
1265,2020-12-08,2433,307311.47,126.31,1804,1522,911,154685.73,152625.73,1147,838
1266,2020-12-09,2203,191836.74,87.08,1642,1484,719,130741.03,61095.7,1067,737
1267,2020-12-10,2647,218264.5,82.46,1782,1865,782,165291.92,52972.58,1131,828
1268,2020-12-11,8180,696451.96,85.14,2523,7149,1031,608579.15,87872.81,1896,832
1269,2020-12-12,3822,295162.91,77.23,2145,2605,1217,180828.49,114334.42,1357,991
1270,2020-12-13,3117,402439.07,129.11,2074,2034,1083,243804.35,158634.72,1315,1002
1271,2020-12-14,2520,257653.82,102.24,1709,1726,794,143668.16,113985.66,1069,788
1272,2020-12-15,2152,190189.87,88.38,1617,1320,832,98207.11,91982.76,988,756
1273,2020-12-16,1870,235730.34,126.06,1548,1239,631,163583.74,72146.6,974,690
1274,2020-12-17,1252,251530.73,200.9,1034,809,443,159870.98,91659.75,631,484
1275,2020-12-18,2404,290682.91,120.92,1797,1666,738,194432.9,96250.01,1156,816
1276,2020-12-19,2645,324900.22,122.84,1727,1958,687,225343.37,99556.85,1140,794
1277,2020-12-20,3057,541523.13,177.14,2065,2086,971,430877.62,110645.51,1407,899
1278,2020-12-21,2222,350866.58,157.91,1587,1636,586,158588.15,192278.43,989,719
1279,2020-12-22,2792,535396.21,191.76,1812,1843,949,225455.99,309940.22,1135,857
1280,2020-12-23,2080,283107.63,136.11,1639,1482,598,138351.06,144756.57,1111,658
1281,2020-12-24,2445,380449.9,155.6,1664,1672,773,204424.21,176025.69,1003,809
1282,2020-12-25,1918,369972.83,192.9,1431,1177,741,113455.45,256517.38,855,725
1283,2020-12-26,2277,353716.83,155.34,1548,1603,674,193414.95,160301.87,902,756
1284,2020-12-27,2247,390186.41,173.65,1423,1576,671,177956.44,212229.97,856,720
1285,2020-12-28,1704,221759.74,130.14,1319,1048,656,123996.62,97763.12,786,640
1286,2020-12-29,1866,236815.55,126.91,1400,1168,698,136270.79,100544.76,853,680
1287,2020-12-30,1586,353456.74,222.86,1262,961,625,123181.14,230275.59,790,587
1288,2020-12-31,1705,257630.06,151.1,1318,1198,507,167913.36,89716.7,858,561
1289,2021-01-01,3587,457013.32,127.41,1973,2817,770,300895.82,156117.5,1390,787
1290,2021-01-02,2192,270534.74,123.42,1529,1467,725,140452.0,130082.74,943,734
1291,2021-01-03,1214,327409.16,269.69,1098,724,490,152142.39,175266.76,628,546
1292,2021-01-04,1413,362923.62,256.85,1067,853,560,176466.11,186457.51,684,512
1293,2021-01-05,1484,619893.23,417.72,1153,849,635,186970.11,432923.11,685,578
1294,2021-01-06,1625,981655.07,604.1,1151,1010,615,303798.05,677857.02,704,550
1295,2021-01-07,1321,483743.14,366.19,1132,743,578,181252.3,302490.84,698,555
1296,2021-01-08,2142,570416.63,266.3,1366,1291,851,274772.21,295644.42,900,648
1297,2021-01-09,1953,536776.93,274.85,1448,1221,732,272133.93,264643.0,879,712
1298,2021-01-10,1829,847262.19,463.24,1348,1061,768,364897.78,482364.41,875,602
1299,2021-01-11,1302,291449.94,223.85,1037,702,600,137846.05,153603.89,655,487
1300,2021-01-12,1689,311377.02,184.36,1391,991,698,134821.16,176555.86,851,680
1301,2021-01-13,2476,556994.25,224.96,1626,1651,825,322435.23,234559.01,1041,772
1302,2021-01-14,2776,469767.05,169.22,1639,2097,679,325005.54,144761.51,1144,622
1303,2021-01-15,2470,447448.79,181.15,1458,1756,714,305615.96,141832.84,939,667
1304,2021-01-16,3427,669049.35,195.23,1475,2840,587,388451.22,280598.13,1008,594
1305,2021-01-17,2019,523178.34,259.13,1483,1246,773,275839.66,247338.68,946,659
1306,2021-01-18,2026,738072.96,364.3,1558,1085,941,230840.29,507232.67,971,720
1307,2021-01-19,1626,518211.46,318.7,1360,892,734,239237.69,278973.77,844,621
1308,2021-01-20,2225,625493.02,281.12,1615,1254,971,255506.93,369986.09,1033,793
1309,2021-01-21,2236,589883.76,263.81,1506,1394,842,285430.81,304452.95,1006,684
1310,2021-01-22,2300,635686.2,276.39,1525,1101,1199,342570.5,293115.7,1011,705
1311,2021-01-23,2200,1499341.48,681.52,1638,1298,902,269458.16,1229883.32,1051,732
1312,2021-01-24,2382,1110071.92,466.03,1891,1286,1096,401770.39,708301.53,1117,940
1313,2021-01-25,1836,731206.17,398.26,1522,1035,801,279391.29,451814.88,901,743
1314,2021-01-26,3050,823645.69,270.05,1923,1819,1231,313255.44,510390.26,1241,865
1315,2021-01-27,2273,1149729.22,505.82,1749,1265,1008,451381.64,698347.58,1104,820
1316,2021-01-28,1619,779207.53,481.29,1339,962,657,440503.63,338703.89,834,580
1317,2021-01-29,2957,1223522.08,413.77,1574,1966,991,881245.17,342276.92,1076,633
1318,2021-01-30,6294,3122316.84,496.08,2477,5217,1077,2473670.41,648646.43,1855,761
1319,2021-01-31,8315,6757054.41,812.63,3061,7092,1223,5288286.4,1468768.02,2480,810
1320,2021-02-01,5601,7911414.9,1412.5,2814,4165,1436,5888447.27,2022967.63,2176,842
1321,2021-02-02,3712,6857278.64,1847.33,2325,1464,2248,1287313.62,5569965.02,1520,1109
1322,2021-02-03,2358,3375450.07,1431.49,1717,816,1542,435391.8,2940058.28,968,911
1323,2021-02-04,1922,3691940.52,1920.88,1581,904,1018,502223.31,3189717.21,958,742
1324,2021-02-05,1537,2112384.3,1374.36,1315,623,914,464688.27,1647696.03,743,693
1325,2021-02-06,2956,3017062.5,1020.66,1942,1828,1128,793599.47,2223463.03,1295,812
1326,2021-02-07,2472,2495873.93,1009.66,1682,1463,1009,811008.47,1684865.46,1043,756
1327,2021-02-08,1762,3999445.44,2269.83,1428,906,856,2162950.6,1836494.83,862,655
1328,2021-02-09,1485,2757238.39,1856.73,1438,522,963,610628.68,2146609.71,714,805
1329,2021-02-10,1054,1730888.22,1642.21,1079,450,604,499013.66,1231874.56,577,547
1330,2021-02-11,3594,3753310.24,1044.33,2403,1936,1658,1315617.76,2437692.48,1513,1097
1331,2021-02-12,2996,2004192.86,668.96,2045,1881,1115,511324.85,1492868.01,1334,905
1332,2021-02-13,3208,4187997.66,1305.49,2137,1820,1388,1312456.24,2875541.42,1383,953
1333,2021-02-14,3593,7469965.51,2079.03,2597,1826,1767,1767840.6,5702124.92,1557,1260
1334,2021-02-15,3523,6294484.3,1786.68,2590,1558,1965,1218327.41,5076156.89,1479,1331
1335,2021-02-16,4738,8725225.87,1841.54,3352,2571,2167,2627682.43,6097543.44,2063,1660
1336,2021-02-17,4098,9996991.14,2439.48,3098,2097,2001,2074592.59,7922398.56,1743,1615
1337,2021-02-18,3529,10080317.54,2856.42,2785,1802,1727,2822073.5,7258244.04,1581,1447
1338,2021-02-19,3761,11574470.49,3077.5,2585,2308,1453,3818432.48,7756038.01,1538,1279
1339,2021-02-20,3300,8335776.74,2525.99,2509,1678,1622,2508616.72,5827160.02,1389,1301
1340,2021-02-21,5993,16765295.97,2797.48,3787,3718,2275,3913658.21,12851637.76,2302,1859
1341,2021-02-22,3704,15596982.62,4210.85,3003,1681,2023,3946115.48,11650867.14,1753,1509
1342,2021-02-23,2489,6485229.3,2605.56,1912,1309,1180,1364637.3,5120591.99,1054,965
1343,2021-02-24,5315,7913683.51,1488.93,3620,2080,3235,2951466.88,4962216.63,2163,1833
1344,2021-02-25,5560,5661032.31,1018.17,4191,3015,2545,2406509.77,3254522.54,2534,1983
1345,2021-02-26,8413,6400705.69,760.81,5001,2456,5957,2230939.74,4169765.95,2729,2837
1346,2021-02-27,11647,8883604.26,762.74,6107,4683,6964,3558408.92,5325195.34,3930,3184
1347,2021-02-28,6523,7077535.75,1085.01,4849,3175,3348,2611989.07,4465546.68,3077,2343
1348,2021-03-01,13652,10156932.55,743.99,5216,10690,2962,6262540.85,3894391.7,3513,2181
1349,2021-03-02,9591,11194126.76,1167.15,5853,5329,4262,4275896.7,6918230.06,3803,2772
1350,2021-03-03,6712,9488661.18,1413.69,5139,2844,3868,2874812.16,6613849.01,3155,2440
1351,2021-03-04,6590,7344057.11,1114.42,5188,3151,3439,3327421.47,4016635.64,3181,2498
1352,2021-03-05,8050,8029036.08,997.4,5522,4526,3524,3011023.39,5018012.7,3589,2458
1353,2021-03-06,7423,5744662.89,773.9,5426,4269,3154,2563579.87,3181083.02,3395,2521
1354,2021-03-07,9961,6913905.41,694.1,5102,7412,2549,3508619.06,3405286.35,3433,2135
1355,2021-03-08,10107,10612079.83,1049.97,5475,6317,3790,5285744.69,5326335.14,3681,2367
1356,2021-03-09,8410,10922310.63,1298.73,5278,5130,3280,5873284.35,5049026.28,3343,2424
1357,2021-03-10,11986,9455662.62,788.89,6009,8626,3360,4602717.68,4852944.94,4159,2375
1358,2021-03-11,7862,29118646.11,3703.72,5443,4707,3155,4106602.64,25012043.47,3459,2465
1359,2021-03-12,7286,16509089.34,2265.86,5380,4349,2937,4492894.29,12016195.05,3352,2457
1360,2021-03-13,11121,15625706.54,1405.06,6854,7937,3184,7684284.17,7941422.37,4573,2877
1361,2021-03-14,9246,15142912.06,1637.78,6883,5105,4141,5800514.84,9342397.22,4194,3301
1362,2021-03-15,7328,10475844.99,1429.56,6116,3952,3376,3672041.52,6803803.47,3613,2921
1363,2021-03-16,9173,10326371.9,1125.74,6334,5778,3395,3361193.61,6965178.29,4216,2748
1364,2021-03-17,9571,11552751.8,1207.06,6912,6452,3119,4866905.4,6685846.41,4827,2671
1365,2021-03-18,10003,10374732.77,1037.16,6434,6488,3515,3795696.76,6579036.01,4095,2895
1366,2021-03-19,10123,7961582.09,786.48,6207,6975,3148,3572328.93,4389253.16,4048,2642
1367,2021-03-20,9168,9988326.8,1089.48,6604,5901,3267,4855140.33,5133186.47,4638,2522
1368,2021-03-21,13444,13173411.68,979.87,6968,9696,3748,5886794.55,7286617.13,4871,2696
1369,2021-03-22,7444,8002015.71,1074.96,5358,3937,3507,2305111.79,5696903.92,3427,2419
1370,2021-03-23,7239,7020231.39,969.78,5117,4461,2778,1963386.42,5056844.98,3390,2162
1371,2021-03-24,5327,7171242.13,1346.21,4234,2944,2383,1811394.0,5359848.12,2640,1900
1372,2021-03-25,5147,5138290.26,998.31,4342,2950,2197,2714117.16,2424173.09,2665,1934
1373,2021-03-26,8380,6414242.81,765.42,4643,5840,2540,3773062.45,2641180.36,2987,2002
1374,2021-03-27,7144,6345637.91,888.25,4859,4771,2373,3053759.08,3291878.83,3051,2106
1375,2021-03-28,6843,7108300.51,1038.77,4916,4418,2425,2661620.64,4446679.87,3205,2118
1376,2021-03-29,6340,6894001.11,1087.38,4764,3672,2668,3003468.26,3890532.85,3002,2103
1377,2021-03-30,5193,8237940.08,1586.35,4344,3111,2082,3679645.62,4558294.46,2698,1915
1378,2021-03-31,4552,6289230.78,1381.64,3835,2829,1723,2347890.54,3941340.25,2453,1657
1379,2021-04-01,4600,6635773.61,1442.56,3949,2838,1762,3792346.63,2843426.98,2291,1893
1380,2021-04-02,3955,5562762.41,1406.51,3207,3045,910,3172730.62,2390031.79,2027,1287
1381,2021-04-03,5651,6013710.22,1064.19,4411,3900,1751,3475102.89,2538607.33,2634,1952
1382,2021-04-04,6488,4467099.24,688.52,4896,3967,2521,2089545.97,2377553.27,3056,2291
1383,2021-04-05,5557,6334643.25,1139.94,4365,3691,1866,2388288.04,3946355.22,2875,1802
1384,2021-04-06,4745,5297545.06,1116.45,4038,2988,1757,2507991.72,2789553.34,2594,1734
1385,2021-04-07,8440,4226541.2,500.78,4823,6675,1765,2181616.1,2044925.11,3417,1807
1386,2021-04-08,6216,13276413.3,2135.85,4626,4249,1967,3232730.92,10043682.38,3067,1932
1387,2021-04-09,6114,10585124.68,1731.29,4679,4088,2026,4353125.3,6231999.38,3018,1986
1388,2021-04-10,6766,7637398.66,1128.79,4894,4768,1998,3413822.93,4223575.73,3255,2058
